@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2021-07-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0952197621002104', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0952197621002104?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.engappai.2021.104362,https://api.elsevier.com/content/article/pii/S0952197621002104,Spiking neural network-based multi-task autonomous learning for mobile robots,Junxiu Liu,Engineering Applications of Artificial Intelligence,104,2021-09-30,104362,,10.1016/j.engappai.2021.104362,False,S0952197621002104,"{'author': [{'$': 'Junxiu Liu'}, {'$': 'Hao Lu'}, {'$': 'Su Yang'}]}"
true,2019-08-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231219311269', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231219311269?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2019.08.007,https://api.elsevier.com/content/article/pii/S0925231219311269,Ensemble-based deep reinforcement learning for chatbots,Heriberto Cuayáhuitl,Neurocomputing,366,2019-11-13,118,130,10.1016/j.neucom.2019.08.007,False,S0925231219311269,"{'author': [{'$': 'Heriberto Cuayáhuitl'}, {'$': 'Donghyeon Lee'}, {'$': 'Jihie Kim'}]}"
true,2020-03-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0140366419320821', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0140366419320821?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.comcom.2020.02.069,https://api.elsevier.com/content/article/pii/S0140366419320821,Applications of Artificial Intelligence and Machine learning in smart cities,Zaib Ullah,Computer Communications,154,2020-03-15,313,323,10.1016/j.comcom.2020.02.069,False,S0140366419320821,"{'author': [{'$': 'Zaib Ullah'}, {'$': 'Fadi Al-Turjman'}, {'$': 'Roberto Gagliardi'}]}"
true,2021-06-06T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0263224121005881', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0263224121005881?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.measurement.2021.109616,https://api.elsevier.com/content/article/pii/S0263224121005881,Reinforcement Learning for Statistical Process Control in Manufacturing,Zsolt J. Viharos,Measurement,182,2021-09-30,109616,,10.1016/j.measurement.2021.109616,True,S0263224121005881,"{'author': [{'$': 'Zsolt J. Viharos'}, {'$': 'Richárd Jakab'}]}"
true,2020-07-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1319157820304134', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1319157820304134?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jksuci.2020.06.013,https://api.elsevier.com/content/article/pii/S1319157820304134,Machine learning and artificial intelligence based Diabetes Mellitus detection and self-management: A systematic review,Jyotismita Chaki,Journal of King Saud University - Computer and Information Sciences,,2020-07-04,,,10.1016/j.jksuci.2020.06.013,True,S1319157820304134,"{'author': [{'$': 'Jyotismita Chaki'}, {'$': 'S. Thillai Ganesh'}, {'$': 'S. Ananda Theertan'}]}"
true,2020-09-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S093336572031229X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S093336572031229X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.artmed.2020.101964,https://api.elsevier.com/content/article/pii/S093336572031229X,Reinforcement learning for intelligent healthcare applications: A survey,Antonio Coronato,Artificial Intelligence in Medicine,109,2020-09-30,101964,,10.1016/j.artmed.2020.101964,False,S093336572031229X,"{'author': [{'$': 'Antonio Coronato'}, {'$': 'Muddasar Naeem'}, {'$': 'Giovanni Paragliola'}]}"
true,2021-08-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0263876221003312', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0263876221003312?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cherd.2021.08.013,https://api.elsevier.com/content/article/pii/S0263876221003312,"Machine learning on sustainable energy: A review and outlook on renewable energy systems, catalysis, smart grid and energy storage",Daniel Rangel-Martinez,Chemical Engineering Research and Design,174,2021-10-31,414,441,10.1016/j.cherd.2021.08.013,False,S0263876221003312,"{'author': [{'$': 'Daniel Rangel-Martinez'}, {'$': 'K. D. P. Nigam'}, {'$': 'Luis A. Ricardez-Sandoval'}]}"
true,2021-05-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0378778821003698', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0378778821003698?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.enbuild.2021.111085,https://api.elsevier.com/content/article/pii/S0378778821003698,Sustainability matchmaking: Linking renewable sources to electric water heating through machine learning,P. Mabina,Energy and Buildings,246,2021-09-01,111085,,10.1016/j.enbuild.2021.111085,False,S0378778821003698,"{'author': [{'$': 'P. Mabina'}, {'$': 'P. Mukoma'}, {'$': 'M. J. Booysen'}]}"
true,2021-01-23T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2666285X21000042', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2666285X21000042?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.gltp.2021.01.004,https://api.elsevier.com/content/article/pii/S2666285X21000042,Machine Learning and Deep Learning Applications-A Vision,Neha Sharma,Global Transitions Proceedings,2,2021-06-30,24,28,10.1016/j.gltp.2021.01.004,True,S2666285X21000042,"{'author': [{'$': 'Neha Sharma'}, {'$': 'Reecha Sharma'}, {'$': 'Neeru Jindal'}]}"
true,2020-02-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2452318620300192', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2452318620300192?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.retram.2020.01.002,https://api.elsevier.com/content/article/pii/S2452318620300192,Machine learning and artificial intelligence in the service of medicine: Necessity or potentiality?,Tamim Alsuliman,Current Research in Translational Medicine,68,2020-11-30,245,251,10.1016/j.retram.2020.01.002,False,S2452318620300192,"{'author': [{'$': 'Tamim Alsuliman'}, {'$': 'Dania Humaidan'}, {'$': 'Layth Sliman'}]}"
true,2021-10-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2210670721007186', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2210670721007186?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.scs.2021.103445,https://api.elsevier.com/content/article/pii/S2210670721007186,An overview of machine learning applications for smart buildings,Kari Alanne,Sustainable Cities and Society,76,2022-01-31,103445,,10.1016/j.scs.2021.103445,True,S2210670721007186,"{'author': [{'$': 'Kari Alanne'}, {'$': 'Seppo Sierla'}]}"
true,2021-07-26T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608021002860', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608021002860?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2021.07.023,https://api.elsevier.com/content/article/pii/S0893608021002860,Unsupervised learning of disentangled representations in deep restricted kernel machines with orthogonality constraints,Francesco Tonin,Neural Networks,142,2021-10-31,661,679,10.1016/j.neunet.2021.07.023,True,S0893608021002860,"{'author': [{'$': 'Francesco Tonin'}, {'$': 'Panagiotis Patrinos'}, {'$': 'Johan A. K. Suykens'}]}"
true,2021-09-24T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S095656632100703X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S095656632100703X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.bios.2021.113666,https://api.elsevier.com/content/article/pii/S095656632100703X,Exploiting machine learning for bestowing intelligence to microfluidics,Jiahao Zheng,Biosensors and Bioelectronics,194,2021-12-15,113666,,10.1016/j.bios.2021.113666,False,S095656632100703X,"{'author': [{'$': 'Jiahao Zheng'}, {'$': 'Tim Cole'}, {'$': 'Shi-Yang Tang'}]}"
true,2021-03-10T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221003143', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221003143?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2021.02.058,https://api.elsevier.com/content/article/pii/S0925231221003143,Zero-shot policy generation in lifelong reinforcement learning,Yi-Ming Qian,Neurocomputing,446,2021-07-25,65,73,10.1016/j.neucom.2021.02.058,False,S0925231221003143,"{'author': [{'$': 'Yi-Ming Qian'}, {'$': 'Fang-Zhou Xiong'}, {'$': 'Zhi-Yong Liu'}]}"
true,2021-08-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2210670721004856', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2210670721004856?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.scs.2021.103207,https://api.elsevier.com/content/article/pii/S2210670721004856,A novel forecasting based scheduling method for household energy management system based on deep reinforcement learning,Mifeng Ren,Sustainable Cities and Society,76,2022-01-31,103207,,10.1016/j.scs.2021.103207,False,S2210670721004856,"{'author': [{'$': 'Mifeng Ren'}, {'$': 'Xiangfei Liu'}, {'$': 'Yanbing Jia'}]}"
true,2019-09-02T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608019302370', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608019302370?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2019.08.020,https://api.elsevier.com/content/article/pii/S0893608019302370,Self-organizing neural networks for universal learning and multimodal memory encoding,Ah-Hwee Tan,Neural Networks,120,2019-12-31,58,73,10.1016/j.neunet.2019.08.020,False,S0893608019302370,"{'author': [{'$': 'Ah-Hwee Tan'}, {'$': 'Budhitama Subagdja'}, {'$': 'Lei Meng'}]}"
true,2019-08-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1474034619305506', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1474034619305506?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.aei.2019.100977,https://api.elsevier.com/content/article/pii/S1474034619305506,Intelligent fault diagnosis for rotating machinery using deep Q-network based health state classification: A deep reinforcement learning approach,Yu Ding,Advanced Engineering Informatics,42,2019-10-31,100977,,10.1016/j.aei.2019.100977,False,S1474034619305506,"{'author': [{'$': 'Yu Ding'}, {'$': 'Liang Ma'}, {'$': 'Chen Lu'}]}"
true,2020-12-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2214785320386041', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2214785320386041?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.matpr.2020.11.026,https://api.elsevier.com/content/article/pii/S2214785320386041,Role of machine learning in the field of Fiber reinforced polymer composites: A preliminary discussion,Punyasloka Pattnaik,Materials Today: Proceedings,44,2021-12-31,4703,4708,10.1016/j.matpr.2020.11.026,False,S2214785320386041,"{'author': [{'$': 'Punyasloka Pattnaik'}, {'$': 'Ankush Sharma'}, {'$': 'Vikas Kukshal'}]}"
true,2021-09-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0360544221023768', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0360544221023768?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.energy.2021.122128,https://api.elsevier.com/content/article/pii/S0360544221023768,Short-term wind speed forecasting using deep reinforcement learning with improved multiple error correction approach,Rui Yang,Energy,239,2022-01-15,122128,,10.1016/j.energy.2021.122128,False,S0360544221023768,"{'author': [{'$': 'Rui Yang'}, {'$': 'Hui Liu'}, {'$': 'Ye Li'}]}"
true,2020-11-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1364661320302199', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1364661320302199?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.tics.2020.09.004,https://api.elsevier.com/content/article/pii/S1364661320302199,Embracing Change: Continual Learning in Deep Neural Networks,Raia Hadsell,Trends in Cognitive Sciences,24,2020-12-31,1028,1040,10.1016/j.tics.2020.09.004,True,S1364661320302199,"{'author': [{'$': 'Raia Hadsell'}, {'$': 'Dushyant Rao'}, {'$': 'Razvan Pascanu'}]}"
true,2020-01-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2095809919304928', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2095809919304928?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eng.2019.12.014,https://api.elsevier.com/content/article/pii/S2095809919304928,"Progress in Neural NLP: Modeling, Learning, and Reasoning",Ming Zhou,Engineering,6,2020-03-31,275,290,10.1016/j.eng.2019.12.014,True,S2095809919304928,"{'author': [{'$': 'Ming Zhou'}, {'$': 'Nan Duan'}, {'$': 'Heung-Yeung Shum'}]}"
true,2020-10-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S136184152030236X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S136184152030236X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.media.2020.101872,https://api.elsevier.com/content/article/pii/S136184152030236X,Unifying neural learning and symbolic reasoning for spinal medical report generation,Zhongyi Han,Medical Image Analysis,67,2021-01-31,101872,,10.1016/j.media.2020.101872,False,S136184152030236X,"{'author': [{'$': 'Zhongyi Han'}, {'$': 'Benzheng Wei'}, {'$': 'Shuo Li'}]}"
true,2021-03-15T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1574013721000198', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1574013721000198?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cosrev.2021.100379,https://api.elsevier.com/content/article/pii/S1574013721000198,A survey on deep learning and its applications,Shi Dong,Computer Science Review,40,2021-05-31,100379,,10.1016/j.cosrev.2021.100379,False,S1574013721000198,"{'author': [{'$': 'Shi Dong'}, {'$': 'Ping Wang'}, {'$': 'Khushnood Abbas'}]}"
true,2021-09-29T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1743919121002685', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1743919121002685?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ijsu.2021.106133,https://api.elsevier.com/content/article/pii/S1743919121002685,Perspectives: A surgeon's guide to machine learning,Rachel Y. L. Kuo,International Journal of Surgery,94,2021-10-31,106133,,10.1016/j.ijsu.2021.106133,False,S1743919121002685,"{'author': [{'$': 'Rachel Y. L. Kuo'}, {'$': 'Conrad J. Harrison'}, {'$': 'Dominic Furniss'}]}"
true,2021-03-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0950705121002306', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0950705121002306?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.knosys.2021.106967,https://api.elsevier.com/content/article/pii/S0950705121002306,RL-VAEGAN: Adversarial defense for reinforcement learning agents via style transfer,Yueyue Hu,Knowledge-Based Systems,221,2021-06-07,106967,,10.1016/j.knosys.2021.106967,False,S0950705121002306,"{'author': [{'$': 'Yueyue Hu'}, {'$': 'Shiliang Sun'}]}"
true,2019-09-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608019302680', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608019302680?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2019.09.007,https://api.elsevier.com/content/article/pii/S0893608019302680,A biologically plausible supervised learning method for spiking neural networks using the symmetric STDP rule,Yunzhe Hao,Neural Networks,121,2020-01-31,387,395,10.1016/j.neunet.2019.09.007,False,S0893608019302680,"{'author': [{'$': 'Yunzhe Hao'}, {'$': 'Xuhui Huang'}, {'$': 'Bo Xu'}]}"
true,2021-05-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0166361521000786', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0166361521000786?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.compind.2021.103471,https://api.elsevier.com/content/article/pii/S0166361521000786,Planning for automatic product assembly using reinforcement learning,Heng Zhang,Computers in Industry,130,2021-09-30,103471,,10.1016/j.compind.2021.103471,False,S0166361521000786,"{'author': [{'$': 'Heng Zhang'}, {'$': 'Qingjin Peng'}, {'$': 'Peihua Gu'}]}"
true,2021-02-04T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S009784932100011X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S009784932100011X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cag.2021.01.011,https://api.elsevier.com/content/article/pii/S009784932100011X,A robot arm digital twin utilising reinforcement learning,Marius Matulis,Computers & Graphics,95,2021-04-30,106,114,10.1016/j.cag.2021.01.011,False,S009784932100011X,"{'author': [{'$': 'Marius Matulis'}, {'$': 'Carlo Harvey'}]}"
true,2021-10-13T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1566253521001986', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1566253521001986?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.inffus.2021.09.022,https://api.elsevier.com/content/article/pii/S1566253521001986,EXplainable Neural-Symbolic Learning (<ce:italic>X-NeSyL</ce:italic>) methodology to fuse deep learning representations with expert knowledge graphs: The MonuMAI cultural heritage use case,Natalia Díaz-Rodríguez,Information Fusion,79,2022-03-31,58,83,10.1016/j.inffus.2021.09.022,True,S1566253521001986,"{'author': [{'$': 'Natalia Díaz-Rodríguez'}, {'$': 'Alberto Lamas'}, {'$': 'Francisco Herrera'}]}"
true,2020-02-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608020300563', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608020300563?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2020.02.011,https://api.elsevier.com/content/article/pii/S0893608020300563,Supervised learning in spiking neural networks: A review of algorithms and evaluations,Xiangwen Wang,Neural Networks,125,2020-05-31,258,280,10.1016/j.neunet.2020.02.011,False,S0893608020300563,"{'author': [{'$': 'Xiangwen Wang'}, {'$': 'Xianghong Lin'}, {'$': 'Xiaochao Dang'}]}"
