@_fa,link,prism:url,dc:identifier,eid,dc:title,dc:creator,prism:publicationName,prism:eIssn,prism:volume,prism:issueIdentifier,prism:pageRange,prism:coverDate,prism:coverDisplayDate,prism:doi,citedby-count,affiliation,prism:aggregationType,subtype,subtypeDescription,source-id,openaccess,openaccessFlag,freetoread,freetoreadLabel,prism:issn,article-number,prism:isbn,pii,pubmed-id
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84937210986', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84937210986?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84937210986&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84937210986&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0029801815002693'}",https://api.elsevier.com/content/abstract/scopus_id/84937210986,SCOPUS_ID:84937210986,2-s2.0-84937210986,Leader-follower formation control of underactuated autonomous marine surface vehicles with limited torque,Shojaei K.,Ocean Engineering,,105,,196-205,2015-07-14,14 July 2015,10.1016/j.oceaneng.2015.06.026,100,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,28339,0,False,,,00298018,3210,,S0029801815002693,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84929624660', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84929624660?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84929624660&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84929624660&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84929624660,SCOPUS_ID:84929624660,2-s2.0-84929624660,On the neuro-adaptive feedback linearising control of underactuated autonomous underwater vehicles in three-dimensional space,Shojaei K.,IET Control Theory and Applications,17518652,9,8,1264-1273,2015-05-15,15 May 2015,10.1049/iet-cta.2014.0472,61,"[{'@_fa': 'true', 'affilname': 'Islamic Azad University, Najafabad Branch', 'affiliation-city': 'Isfahan', 'affiliation-country': 'Iran'}]",Journal,ar,Article,5100155079,0,False,,,17518644,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84946706117', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84946706117?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84946706117&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84946706117&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84946706117,SCOPUS_ID:84946706117,2-s2.0-84946706117,Reliability assessment of state-of-the-art real-time data reception and analysis system for the Indian Seas,Venkatesan R.,Marine Technology Society Journal,19481209,49,3,127-134,2015-05-01,May-June 2015,10.4031/MTSJ.49.3.6,16,"[{'@_fa': 'true', 'affilname': 'National Institute of Ocean Technology India', 'affiliation-city': 'Chennai', 'affiliation-country': 'India'}]",Journal,ar,Article,27862,0,False,,,00253324,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84952324511', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84952324511?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84952324511&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84952324511&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84952324511,SCOPUS_ID:84952324511,2-s2.0-84952324511,A MAC protocol for underwater sensors networks,Santos R.,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),16113349,9454,,394-406,2015-01-01,2015,10.1007/978-3-319-26401-1_37,1,"[{'@_fa': 'true', 'affilname': 'Universidad Nacional del Sur', 'affiliation-city': 'Bahia Blanca', 'affiliation-country': 'Argentina'}]",Book Series,cp,Conference Paper,25674,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",03029743,,"[{'@_fa': 'true', '$': '9783319264004'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84899057079', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84899057079?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84899057079&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84899057079&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84899057079,SCOPUS_ID:84899057079,2-s2.0-84899057079,Full-field and anomaly initialization using a low-order climate model: A comparison and proposals for advanced formulations,Carrassi A.,Nonlinear Processes in Geophysics,16077946,21,2,521-537,2014-04-23,23 April 2014,10.5194/npg-21-521-2014,14,"[{'@_fa': 'true', 'affilname': 'Institut Català de Ciències del Clima (IC3)', 'affiliation-city': 'Barcelona', 'affiliation-country': 'Spain'}]",Journal,ar,Article,28529,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfullgold'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Gold'}, {'$': 'Green'}]}",10235809,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84892867580', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84892867580?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84892867580&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84892867580&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84892867580,SCOPUS_ID:84892867580,2-s2.0-84892867580,Optimal management of a freshwater lens in a small Island using surrogate models and evolutionary algorithms,Ataie-Ashtiani B.,Journal of Hydrologic Engineering,,19,2,339-354,2014-01-28,2014,10.1061/(ASCE)HE.1943-5584.0000809,48,"[{'@_fa': 'true', 'affilname': 'Sharif University of Technology', 'affiliation-city': 'Tehran', 'affiliation-country': 'Iran'}]",Journal,ar,Article,16284,0,False,,,10840699,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84988231108', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84988231108?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84988231108&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84988231108&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84988231108,SCOPUS_ID:84988231108,2-s2.0-84988231108,Use of artificial neural networks for real-time prediction of heave displacement in ocean buoys,Shoori J. H.E.,"3rd International Conference on Renewable Energy Research and Applications, ICRERA 2014",,,,907-912,2014-01-20,20 January 2014,10.1109/ICRERA.2014.7016517,6,"[{'@_fa': 'true', 'affilname': 'Oregon State University', 'affiliation-city': 'Corvallis', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100780034,0,False,,,,7016517,"[{'@_fa': 'true', '$': '9781479937950'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84891613271', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84891613271?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891613271&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891613271&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84891613271,SCOPUS_ID:84891613271,2-s2.0-84891613271,"2013 International Conference on Mechatronics and Semiconductor Materials, ICMSCM 2013",,Advanced Materials Research,,846-847,,,2014-01-08,2014,,0,,Book Series,cr,Conference Review,4700151906,0,False,,,10226680,,"[{'@_fa': 'true', '$': '9783037859391'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84891286184', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84891286184?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84891286184&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84891286184&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84891286184,SCOPUS_ID:84891286184,2-s2.0-84891286184,"2013 International Conference on Intelligent Materials and Mechatronics, IMM 2013",,Applied Mechanics and Materials,16627482,464,,,2014-01-02,2014,,0,,Book Series,cr,Conference Review,4700151914,0,False,,,16609336,,"[{'@_fa': 'true', '$': '9783037859353'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84918543477', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84918543477?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84918543477&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84918543477&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84918543477,SCOPUS_ID:84918543477,2-s2.0-84918543477,An operational oil drift forecasting system for German coastal waters,Maßmann S.,Kuste,,,81,255-271,2014-01-01,2014,,4,,Journal,cp,Conference Paper,27815,0,False,,,04527739,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84902794493', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84902794493?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902794493&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902794493&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1877050914002816'}",https://api.elsevier.com/content/abstract/scopus_id/84902794493,SCOPUS_ID:84902794493,2-s2.0-84902794493,Integration of artificial neural networks into operational ocean wave prediction models for fast and accurate emulation of exact nonlinear interactions,Puscasu R.M.,Procedia Computer Science,,29,,1156-1170,2014-01-01,2014,10.1016/j.procs.2014.05.104,8,"[{'@_fa': 'true', 'affilname': 'The University of Queensland', 'affiliation-city': 'Brisbane', 'affiliation-country': 'Australia'}, {'@_fa': 'true', 'affilname': 'Swinburne University of Technology', 'affiliation-city': 'Melbourne', 'affiliation-country': 'Australia'}]",Conference Proceeding,cp,Conference Paper,19700182801,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",18770509,,,S1877050914002816,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84902362722', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84902362722?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84902362722&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84902362722&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84902362722,SCOPUS_ID:84902362722,2-s2.0-84902362722,Design and realization of the submarine cable three-dimensional monitoring system based on BOTDR,Li Y.,Yi Qi Yi Biao Xue Bao/Chinese Journal of Scientific Instrument,,35,5,1029-1036,2014-01-01,May 2014,,11,"[{'@_fa': 'true', 'affilname': 'North China Electric Power University (Baoding)', 'affiliation-city': 'Baoding', 'affiliation-country': 'China'}]",Journal,ar,Article,15597,0,False,,,02543087,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84877850439', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84877850439?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84877850439&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84877850439&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84877850439,SCOPUS_ID:84877850439,2-s2.0-84877850439,An extended validation test for data input into parameterized retrieval algorithms,Schaale M.,AIP Conference Proceedings,15517616,1531,,951-954,2013-05-22,2013,10.1063/1.4804929,1,"[{'@_fa': 'true', 'affilname': 'Freie Universität Berlin', 'affiliation-city': 'Berlin', 'affiliation-country': 'Germany'}]",Conference Proceeding,cp,Conference Paper,26916,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherfree2read'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Bronze'}]}",0094243X,,"[{'@_fa': 'true', '$': '9780735411555'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84876521894', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84876521894?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84876521894&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84876521894&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84876521894,SCOPUS_ID:84876521894,2-s2.0-84876521894,"2012 2nd International Conference on Machinery Electronics and Control Engineering, ICMECE 2012",,Applied Mechanics and Materials,16627482,313-314,,,2013-04-29,2013,,0,,Book Series,cr,Conference Review,4700151914,0,False,,,16609336,,"[{'@_fa': 'true', '$': '9783037856840'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84951008607', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84951008607?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84951008607&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84951008607&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84951008607,SCOPUS_ID:84951008607,2-s2.0-84951008607,Modelling agent institutions,Fornara N.,Agreement Technologies,,,,277-307,2013-01-01,1 January 2013,10.1007/978-94-007-5583-3_18,11,"[{'@_fa': 'true', 'affilname': 'Università della Svizzera italiana', 'affiliation-city': 'Lugano', 'affiliation-country': 'Switzerland'}]",Book,ch,Book Chapter,21100834366,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryam'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",,,"[{'@_fa': 'true', '$': '9789400755833'}, {'@_fa': 'true', '$': '9789400755826'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84901298319', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84901298319?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84901298319&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84901298319&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84901298319,SCOPUS_ID:84901298319,2-s2.0-84901298319,An AUV for ocean exploring and its motion control system architecture,Zhang L.,Open Mechanical Engineering Journal,1874155X,7,1,40-47,2013-01-01,2013,10.2174/1874155X01307010040,6,"[{'@_fa': 'true', 'affilname': 'Harbin Engineering University', 'affiliation-city': 'Harbin', 'affiliation-country': 'China'}]",Journal,ar,Article,19700186908,1,True,"{'value': [{'$': 'all'}, {'$': 'publisherhybridgold'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Hybrid Gold'}]}",,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84880379267', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84880379267?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84880379267&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84880379267&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0964569113001592'}",https://api.elsevier.com/content/abstract/scopus_id/84880379267,SCOPUS_ID:84880379267,2-s2.0-84880379267,Developing a user-friendly decision support system for the wetlands corridor of the Gulf of California,Javier B.P.,Ocean and Coastal Management,,82,,127-137,2013-01-01,September 2013,10.1016/j.ocecoaman.2013.06.005,3,"[{'@_fa': 'true', 'affilname': 'Universidad Veracruzana', 'affiliation-city': 'Xalapa', 'affiliation-country': 'Mexico'}]",Journal,ar,Article,28333,0,False,,,09645691,,,S0964569113001592,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84884319975', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84884319975?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84884319975&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84884319975&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84884319975,SCOPUS_ID:84884319975,2-s2.0-84884319975,"IAG Symposium on Geodesy for Planet Earth, IAG2009",,International Association of Geodesy Symposia,,136,,,2012-12-01,2012,,0,,Conference Proceeding,cr,Conference Review,21100258405,0,False,,,09399585,,"[{'@_fa': 'true', '$': '9783642203374'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84873589137', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84873589137?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84873589137&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84873589137&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84873589137,SCOPUS_ID:84873589137,2-s2.0-84873589137,Automatic calibrations for improved quality assurance of coastal HF radar currents,Whelan C.,OCEANS 2012 MTS/IEEE: Harnessing the Power of the Ocean,,,,,2012-12-01,2012,10.1109/OCEANS.2012.6405104,6,"[{'@_fa': 'true', 'affilname': 'CODAR Ocean Sensors, Ltd.', 'affiliation-city': 'Mountain View', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,21100228724,0,False,,,,6405104,"[{'@_fa': 'true', '$': '9781467308298'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84868541850', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84868541850?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84868541850&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84868541850&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84868541850,SCOPUS_ID:84868541850,2-s2.0-84868541850,"Absolute probability estimates of lethal vessel strikes to North Atlantic right whales in Roseway Basin, Scotian Shelf",Van Der Hoop J.M.,Ecological Applications,,22,7,2021-2033,2012-10-01,October 2012,10.1890/11-1841.1,50,"[{'@_fa': 'true', 'affilname': 'Dalhousie University', 'affiliation-city': 'Halifax', 'affiliation-country': 'Canada'}, {'@_fa': 'true', 'affilname': 'Woods Hole Oceanographic Institution', 'affiliation-city': 'Woods Hole', 'affiliation-country': 'United States'}]",Journal,ar,Article,20287,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",10510761,,,,23210317
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/84857419838', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/84857419838?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=84857419838&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=84857419838&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/84857419838,SCOPUS_ID:84857419838,2-s2.0-84857419838,Real-time data assimilation for chaotic storm surge model using NARX neural network,Siek M.,Journal of Coastal Research,15515036,,SPEC. ISSUE 64,1189-1194,2011-12-01,2011,,7,"[{'@_fa': 'true', 'affilname': 'IHE Delft Institute for Water Education', 'affiliation-city': 'Delft', 'affiliation-country': 'Netherlands'}]",Journal,cp,Conference Paper,27374,0,False,,,07490208,,,,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79961170120', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79961170120?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79961170120&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79961170120&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S0001457511001412'}",https://api.elsevier.com/content/abstract/scopus_id/79961170120,SCOPUS_ID:79961170120,2-s2.0-79961170120,Ship collision risk assessment for the Singapore Strait,Qu X.,Accident Analysis and Prevention,,43,6,2030-2036,2011-11-01,November 2011,10.1016/j.aap.2011.05.022,199,"[{'@_fa': 'true', 'affilname': 'National University of Singapore', 'affiliation-city': 'Singapore City', 'affiliation-country': 'Singapore'}]",Journal,ar,Article,19532,0,False,"{'value': [{'$': 'all'}, {'$': 'repository'}, {'$': 'repositoryvor'}]}","{'value': [{'$': 'All Open Access'}, {'$': 'Green'}]}",00014575,,,S0001457511001412,21819832
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79960265194', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79960265194?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79960265194&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79960265194&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79960265194,SCOPUS_ID:79960265194,2-s2.0-79960265194,"Proceedings - 2010 Brazilian Symposium on Games and Digital Entertainment, SBGames 2010",,"Proceedings - 2010 Brazilian Symposium on Games and Digital Entertainment, SBGames 2010",,,,,2011-07-18,2011,,0,,Conference Proceeding,cr,Conference Review,19900192442,0,False,,,,,"[{'@_fa': 'true', '$': '9780769543598'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78649956822', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78649956822?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78649956822&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78649956822&origin=inward', 'full-text': 'https://api.elsevier.com/content/article/eid/1-s2.0-S1463500310001071'}",https://api.elsevier.com/content/abstract/scopus_id/78649956822,SCOPUS_ID:78649956822,2-s2.0-78649956822,Real time wave forecasting using wind time history and numerical model,Jain P.,Ocean Modelling,,36,1-2,26-39,2011-01-01,2011,10.1016/j.ocemod.2010.07.006,30,"[{'@_fa': 'true', 'affilname': 'Indian Institute of Technology Bombay', 'affiliation-city': 'Mumbai', 'affiliation-country': 'India'}]",Journal,ar,Article,28352,0,False,,,14635003,,,S1463500310001071,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78650118297', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78650118297?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78650118297&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78650118297&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/78650118297,SCOPUS_ID:78650118297,2-s2.0-78650118297,Use of earth observation data and numerical modeling in the development of marine downstream services in Estonia,Raudsepp U.,"2010 IEEE/OES US/EU Baltic International Symposium, Baltic 2010",,,,,2010-12-20,2010,10.1109/BALTIC.2010.5621658,1,"[{'@_fa': 'true', 'affilname': 'Tallinna Tehnikaülikool', 'affiliation-city': 'Tallinn', 'affiliation-country': 'Estonia'}]",Conference Proceeding,cp,Conference Paper,19700182803,0,False,,,,5621658,"[{'@_fa': 'true', '$': '9781424492275'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79953738530', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79953738530?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79953738530&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79953738530&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79953738530,SCOPUS_ID:79953738530,2-s2.0-79953738530,Enhanced SISMARIS: (Syst̀me d'information et de surveillance MARitime etendu pour l'identification des comportements suspects): Enhanced maritime surveillance and information system for abnormal behaviour identification,Claisse S.,"2010 International Waterside Security Conference, WSS 2010",,,,,2010-12-01,2010,10.1109/WSSC.2010.5730234,0,"[{'@_fa': 'true', 'affilname': 'Naval Group', 'affiliation-city': 'Paris', 'affiliation-country': 'France'}]",Conference Proceeding,cp,Conference Paper,19700201430,0,False,,,,5730234,"[{'@_fa': 'true', '$': '9781424488940'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/79951635324', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/79951635324?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=79951635324&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=79951635324&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/79951635324,SCOPUS_ID:79951635324,2-s2.0-79951635324,Research on boundary treatment of simulation on the free surface by SPH method,Sun K.,"2010 International Conference on Computational Intelligence and Software Engineering, CiSE 2010",,,,,2010-12-01,2010,10.1109/CISE.2010.5677154,1,"[{'@_fa': 'true', 'affilname': 'NCWU', 'affiliation-city': 'Zhengzhou', 'affiliation-country': 'China'}]",Conference Proceeding,cp,Conference Paper,19700188142,0,False,,,,5677154,"[{'@_fa': 'true', '$': '9781424453924'}]",,
true,"{'self': 'https://api.elsevier.com/content/abstract/scopus_id/78651319987', 'author-affiliation': 'https://api.elsevier.com/content/abstract/scopus_id/78651319987?field=author,affiliation', 'scopus': 'https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=78651319987&origin=inward', 'scopus-citedby': 'https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=78651319987&origin=inward'}",https://api.elsevier.com/content/abstract/scopus_id/78651319987,SCOPUS_ID:78651319987,2-s2.0-78651319987,"Incorporating real-world data in the classroom: A unique approach to investigating earth's ocean, atmosphere, and climate system",Brey J.,"MTS/IEEE Seattle, OCEANS 2010",,,,,2010-12-01,2010,10.1109/OCEANS.2010.5664401,1,"[{'@_fa': 'true', 'affilname': 'American Meteorological Society', 'affiliation-city': 'Washington, D.C.', 'affiliation-country': 'United States'}]",Conference Proceeding,cp,Conference Paper,19700186712,0,False,,,,5664401,"[{'@_fa': 'true', '$': '9781424443321'}]",,
